Region,Country,Year,Tenure >=,Category (Severance pay / Redundancy pay),General remarks,Severance pay amount in time
Europe,Slovenia,2019,2 years,Severance pay,"Article 108 of ERA defines the rules for severance pay:<br/><br/>Paragraph 1 - Severance pay is due to contract termination for business reasons or for reasons of incapacity. The basis for the calculation of severance pay are the average monthly salary received by the worker in the last three months before termination.<br/><br/>(2) An employee is entitled to severance pay in the amount of:<br/><br/>-         1/5 of the basis referred to in the previous paragraph for each year of employment with the employer, if the contracts lasts from 1 to 10 years,<br/><br/>-         1/4 base in the previous paragraph for each year of employment with the employer, if the contract lasts from 10 years to 20 years,<br/><br/>-         1/3 of the basis referred to in the previous paragraph for each year of employment with the employer,  the contract lasts more than 20 years.<br/><br/>Paragraoh 4 provides that he amount of severance pay shall not exceed 10 times the amount provided for in the first paragraph of this Article, except if there is different disposition in collective bargaining agreement,<br/><br/>Paragraph 5  In compulsory settlement proceedings, the worker and the employer may agree in reducing the amount of severance pay under the first paragraph of this Article, if it the payment itself jeopardizes the maintaince of a large number of jobs.<br/><br/>",0.5 month(s)
Europe,Slovenia,2019,4 years,Severance pay,"Article 108 of ERA defines the rules for severance pay:<br/><br/>Paragraph 1 - Severance pay is due to contract termination for business reasons or for reasons of incapacity. The basis for the calculation of severance pay are the average monthly salary received by the worker in the last three months before termination.<br/><br/>(2) An employee is entitled to severance pay in the amount of:<br/><br/>-         1/5 of the basis referred to in the previous paragraph for each year of employment with the employer, if the contracts lasts from 1 to 10 years,<br/><br/>-         1/4 base in the previous paragraph for each year of employment with the employer, if the contract lasts from 10 years to 20 years,<br/><br/>-         1/3 of the basis referred to in the previous paragraph for each year of employment with the employer,  the contract lasts more than 20 years.<br/><br/>Paragraoh 4 provides that he amount of severance pay shall not exceed 10 times the amount provided for in the first paragraph of this Article, except if there is different disposition in collective bargaining agreement,<br/><br/>Paragraph 5  In compulsory settlement proceedings, the worker and the employer may agree in reducing the amount of severance pay under the first paragraph of this Article, if it the payment itself jeopardizes the maintaince of a large number of jobs.<br/><br/>",1.0 month(s)
Europe,Slovenia,2019,5 years,Severance pay,"Article 108 of ERA defines the rules for severance pay:<br/><br/>Paragraph 1 - Severance pay is due to contract termination for business reasons or for reasons of incapacity. The basis for the calculation of severance pay are the average monthly salary received by the worker in the last three months before termination.<br/><br/>(2) An employee is entitled to severance pay in the amount of:<br/><br/>-         1/5 of the basis referred to in the previous paragraph for each year of employment with the employer, if the contracts lasts from 1 to 10 years,<br/><br/>-         1/4 base in the previous paragraph for each year of employment with the employer, if the contract lasts from 10 years to 20 years,<br/><br/>-         1/3 of the basis referred to in the previous paragraph for each year of employment with the employer,  the contract lasts more than 20 years.<br/><br/>Paragraoh 4 provides that he amount of severance pay shall not exceed 10 times the amount provided for in the first paragraph of this Article, except if there is different disposition in collective bargaining agreement,<br/><br/>Paragraph 5  In compulsory settlement proceedings, the worker and the employer may agree in reducing the amount of severance pay under the first paragraph of this Article, if it the payment itself jeopardizes the maintaince of a large number of jobs.<br/><br/>",1.25 month(s)
Europe,Slovenia,2019,10 years,Severance pay,"Article 108 of ERA defines the rules for severance pay:<br/><br/>Paragraph 1 - Severance pay is due to contract termination for business reasons or for reasons of incapacity. The basis for the calculation of severance pay are the average monthly salary received by the worker in the last three months before termination.<br/><br/>(2) An employee is entitled to severance pay in the amount of:<br/><br/>-         1/5 of the basis referred to in the previous paragraph for each year of employment with the employer, if the contracts lasts from 1 to 10 years,<br/><br/>-         1/4 base in the previous paragraph for each year of employment with the employer, if the contract lasts from 10 years to 20 years,<br/><br/>-         1/3 of the basis referred to in the previous paragraph for each year of employment with the employer,  the contract lasts more than 20 years.<br/><br/>Paragraoh 4 provides that he amount of severance pay shall not exceed 10 times the amount provided for in the first paragraph of this Article, except if there is different disposition in collective bargaining agreement,<br/><br/>Paragraph 5  In compulsory settlement proceedings, the worker and the employer may agree in reducing the amount of severance pay under the first paragraph of this Article, if it the payment itself jeopardizes the maintaince of a large number of jobs.<br/><br/>",2.75 month(s)
Europe,Slovenia,2019,20 years,Severance pay,"Article 108 of ERA defines the rules for severance pay:<br/><br/>Paragraph 1 - Severance pay is due to contract termination for business reasons or for reasons of incapacity. The basis for the calculation of severance pay are the average monthly salary received by the worker in the last three months before termination.<br/><br/>(2) An employee is entitled to severance pay in the amount of:<br/><br/>-         1/5 of the basis referred to in the previous paragraph for each year of employment with the employer, if the contracts lasts from 1 to 10 years,<br/><br/>-         1/4 base in the previous paragraph for each year of employment with the employer, if the contract lasts from 10 years to 20 years,<br/><br/>-         1/3 of the basis referred to in the previous paragraph for each year of employment with the employer,  the contract lasts more than 20 years.<br/><br/>Paragraoh 4 provides that he amount of severance pay shall not exceed 10 times the amount provided for in the first paragraph of this Article, except if there is different disposition in collective bargaining agreement,<br/><br/>Paragraph 5  In compulsory settlement proceedings, the worker and the employer may agree in reducing the amount of severance pay under the first paragraph of this Article, if it the payment itself jeopardizes the maintaince of a large number of jobs.<br/><br/>",6.75 month(s)
Europe,Slovenia,2019,6 months,Redundancy pay,"Same for Severance Pay. Article 108 of ERA, combined with articles 99 and 100, in relation to collective dismissals.",0.0 month(s)
Europe,Slovenia,2019,9 months,Redundancy pay,"Same for Severance Pay. Article 108 of ERA, combined with articles 99 and 100, in relation to collective dismissals.",0.0 month(s)
Europe,Slovenia,2019,1 year,Redundancy pay,"Same for Severance Pay. Article 108 of ERA, combined with articles 99 and 100, in relation to collective dismissals.",0.25 month(s)
Europe,Slovenia,2019,2 years,Redundancy pay,"Same for Severance Pay. Article 108 of ERA, combined with articles 99 and 100, in relation to collective dismissals.",0.5 month(s)
Europe,Slovenia,2019,4 years,Redundancy pay,"Same for Severance Pay. Article 108 of ERA, combined with articles 99 and 100, in relation to collective dismissals.",1.0 month(s)
Europe,Slovenia,2019,5 years,Redundancy pay,"Same for Severance Pay. Article 108 of ERA, combined with articles 99 and 100, in relation to collective dismissals.",1.25 month(s)
